,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
2656,2657,C,Ship,3,1,181,3,medium,M,34,3306
9145,9146,F,Ship,6,3,279,4,low,M,7,1090
4305,4306,B,Ship,6,1,271,10,medium,M,5,5459
1961,1962,F,Ship,2,3,117,2,medium,M,36,1210
4992,4993,D,Ship,6,2,245,4,low,F,10,1448
4891,4892,F,Ship,3,4,197,2,low,F,3,4865
5815,5816,F,Ship,5,3,218,3,medium,F,4,4198
5869,5870,F,Road,5,2,164,2,medium,M,8,5717
7753,7754,F,Ship,6,1,284,4,low,F,7,1153
10434,10435,D,Ship,3,5,286,6,high,M,8,4777
10986,10987,D,Ship,4,5,255,5,medium,M,5,1458
10971,10972,B,Flight,5,5,221,5,low,M,8,1718
7846,7847,C,Ship,3,4,252,2,medium,F,6,4040
1251,1252,B,Ship,3,1,254,3,medium,M,6,3496
3176,3177,A,Ship,3,2,238,8,medium,M,3,4388
5072,5073,A,Flight,5,1,262,2,high,M,9,5008
3359,3360,F,Ship,3,5,150,3,medium,F,4,4442
7644,7645,D,Ship,3,4,159,2,medium,F,6,4990
6678,6679,D,Ship,3,5,135,2,medium,F,9,5614
9008,9009,A,Ship,6,2,130,5,low,M,3,5654
7957,7958,F,Flight,7,5,308,5,medium,M,6,1154
3289,3290,F,Flight,2,5,172,2,low,M,7,4649
7829,7830,F,Ship,5,3,204,3,low,M,10,5610
9618,9619,D,Ship,5,3,192,7,medium,M,10,5976
3190,3191,C,Ship,4,3,225,5,low,M,8,4195
6888,6889,D,Ship,7,3,309,4,low,F,1,1290
8289,8290,B,Ship,3,5,185,4,low,M,9,5704
1051,1052,F,Ship,2,1,163,3,medium,F,24,1119
4069,4070,F,Ship,2,1,271,8,medium,F,5,4924
7415,7416,F,Ship,5,4,271,4,low,F,5,1184
6774,6775,D,Ship,3,2,150,3,low,M,2,4660
272,273,A,Flight,4,5,148,2,medium,F,43,1087
2042,2043,A,Road,3,3,183,3,medium,M,21,2585
4763,4764,F,Ship,3,3,201,6,medium,M,2,4984
6060,6061,D,Ship,4,3,199,3,low,M,8,4391
6347,6348,F,Ship,4,4,198,2,low,M,6,5520
6455,6456,F,Flight,5,2,161,3,low,M,8,5804
1086,1087,D,Road,4,2,176,3,low,M,23,1909
7067,7068,F,Ship,3,4,166,4,low,M,4,5107
8638,8639,C,Flight,5,3,154,4,low,F,3,1066
6673,6674,F,Ship,4,2,232,3,medium,F,7,5737
8122,8123,C,Ship,6,3,155,2,medium,F,1,4182
9761,9762,F,Ship,4,3,103,2,low,M,4,5146
4322,4323,A,Ship,6,1,185,3,high,F,8,4806
8326,8327,C,Ship,4,4,232,5,medium,M,2,1386
8781,8782,B,Flight,3,2,199,3,low,F,8,5431
5831,5832,F,Ship,3,5,269,5,low,M,6,5932
6831,6832,B,Road,5,1,168,2,low,F,10,4240
6733,6734,F,Ship,4,4,135,3,medium,M,2,5016
10195,10196,F,Ship,4,3,264,6,medium,F,10,1962
7508,7509,A,Road,6,4,290,4,low,M,3,1710
4709,4710,F,Ship,5,2,167,4,low,M,10,4325
6901,6902,F,Ship,6,5,266,4,low,F,6,1201
8980,8981,C,Ship,4,3,249,3,low,M,4,4811
6867,6868,B,Ship,4,4,223,5,medium,M,1,1124
9542,9543,A,Ship,3,1,242,5,low,F,3,4026
3478,3479,C,Ship,5,2,260,3,low,M,1,4799
8421,8422,B,Ship,4,3,187,4,low,M,9,5699
3924,3925,D,Ship,5,1,181,2,medium,F,4,5578
1748,1749,A,Ship,4,1,147,3,low,M,11,1434
732,733,D,Ship,6,3,281,3,medium,M,11,2135
2553,2554,B,Ship,4,5,220,3,medium,F,63,3109
6661,6662,F,Ship,3,1,200,2,medium,M,8,4337
6027,6028,B,Flight,4,1,245,5,medium,F,8,1923
2662,2663,C,Ship,4,3,242,4,low,M,62,3997
9440,9441,A,Road,5,2,269,6,medium,F,5,1097
7105,7106,F,Road,6,2,278,4,high,F,8,1967
3113,3114,F,Ship,2,5,151,3,low,M,34,1652
3303,3304,B,Flight,4,2,222,2,medium,M,5,4268
1344,1345,D,Road,3,4,147,3,low,F,2,1307
9694,9695,C,Ship,6,3,301,5,low,F,2,1452
1690,1691,C,Ship,3,4,174,2,medium,M,51,1430
10592,10593,A,Ship,5,5,189,3,low,F,10,5554
9577,9578,F,Road,3,1,187,2,low,F,10,5064
5048,5049,A,Road,5,1,260,2,low,M,4,5580
6148,6149,C,Road,4,5,242,2,medium,F,5,4806
3308,3309,A,Ship,5,3,235,4,medium,F,10,4011
1504,1505,C,Flight,5,2,206,6,medium,M,23,2016
1806,1807,D,Ship,2,5,109,3,medium,M,12,1715
7582,7583,C,Ship,4,4,245,2,low,F,2,4297
6554,6555,A,Road,6,2,309,4,low,F,6,1335
3791,3792,F,Ship,3,3,268,10,medium,M,2,5626
5217,5218,B,Flight,6,4,275,4,low,M,9,1585
10310,10311,A,Ship,4,4,163,3,low,M,8,4921
10480,10481,C,Ship,5,4,241,5,medium,M,1,1924
1067,1068,F,Ship,4,5,162,2,medium,F,57,1715
7187,7188,F,Ship,5,3,256,5,medium,M,5,1080
10448,10449,A,Ship,6,4,271,4,low,F,6,1091
6861,6862,B,Flight,6,4,289,4,high,F,4,1822
2696,2697,A,Ship,4,2,191,2,high,M,65,3082
1848,1849,D,Ship,5,5,123,2,low,F,60,1653
4512,4513,D,Road,4,2,266,3,high,M,5,4831
10170,10171,D,Ship,5,2,208,8,medium,M,5,4751
2431,2432,F,Ship,4,1,135,3,medium,M,39,1549
4660,4661,C,Flight,4,4,239,2,medium,M,4,4304
3435,3436,B,Flight,3,4,217,2,medium,F,9,5450
8398,8399,C,Ship,3,5,246,3,medium,M,1,5650
10326,10327,D,Ship,4,1,238,3,low,F,10,4172
142,143,C,Flight,5,5,162,3,low,M,41,1462
5586,5587,D,Ship,5,2,274,4,medium,F,7,4929
9656,9657,A,Ship,7,2,301,4,low,M,1,1339
10227,10228,B,Ship,3,4,267,3,low,F,3,4566
6752,6753,A,Ship,3,4,250,3,low,M,6,4830
5290,5291,C,Ship,4,3,194,2,medium,M,4,5780
6431,6432,F,Road,3,1,201,6,medium,M,10,5077
3409,3410,F,Road,3,4,202,3,medium,M,5,5169
1117,1118,F,Ship,4,4,205,3,low,F,11,2255
1756,1757,C,Road,3,1,262,2,low,F,28,2940
497,498,F,Ship,4,4,199,2,low,M,9,3075
6319,6320,F,Ship,4,3,252,3,medium,F,7,4852
870,871,D,Ship,4,5,147,3,medium,F,46,1469
3357,3358,B,Ship,3,3,211,6,low,M,5,5777
912,913,D,Ship,4,4,161,3,low,F,6,1386
721,722,F,Ship,3,4,138,3,low,F,54,1648
2805,2806,B,Ship,3,2,192,3,medium,F,64,3233
10934,10935,A,Road,5,4,275,5,low,M,4,1522
886,887,C,Ship,4,2,271,3,low,F,19,2693
10563,10564,B,Flight,4,5,219,2,low,M,4,4197
10426,10427,C,Flight,5,4,217,2,low,M,2,5469
9154,9155,C,Road,6,5,285,4,medium,F,5,1631
8459,8460,F,Ship,4,2,128,3,medium,M,7,5675
1520,1521,A,Flight,3,3,205,2,medium,F,2,2910
10378,10379,C,Ship,4,4,245,3,medium,F,7,4480
2746,2747,C,Flight,5,2,171,3,high,M,34,1029
9359,9360,F,Ship,4,5,274,5,low,M,7,1225
8975,8976,F,Ship,3,5,220,4,low,F,5,5677
314,315,A,Ship,4,2,143,6,medium,M,20,1654
1799,1800,F,Ship,3,5,231,2,medium,M,49,2341
327,328,B,Ship,4,4,233,4,medium,F,59,2358
9564,9565,D,Road,4,4,222,3,medium,M,2,5140
4204,4205,C,Ship,4,5,168,3,high,F,4,4759
5850,5851,D,Ship,2,4,114,5,high,F,5,5334
5447,5448,F,Ship,4,4,113,3,medium,F,1,5610
3129,3130,B,Road,3,4,248,2,medium,F,15,2983
1996,1997,C,Ship,5,1,187,2,low,F,17,3513
8192,8193,A,Ship,4,5,201,3,low,M,7,4048
3968,3969,A,Flight,3,3,234,3,medium,F,3,4187
6991,6992,F,Flight,4,5,138,2,low,M,10,4788
6727,6728,F,Flight,2,3,226,2,medium,M,2,4566
1973,1974,F,Ship,5,1,201,3,medium,M,19,2696
336,337,D,Ship,5,1,262,3,medium,F,58,3599
2764,2765,C,Ship,5,4,177,4,medium,M,48,1920
8940,8941,D,Ship,4,2,185,2,medium,F,3,5356
275,276,F,Flight,5,5,115,5,low,F,26,1692
2985,2986,B,Ship,6,5,161,4,medium,F,20,1338
6887,6888,F,Ship,5,3,243,5,low,M,2,1776
9698,9699,A,Ship,4,2,231,5,low,F,2,1465
3477,3478,B,Ship,5,2,196,3,low,F,4,4271
6395,6396,F,Ship,3,5,185,3,medium,M,5,4317
3558,3559,D,Flight,4,4,210,2,high,M,6,4076
6810,6811,D,Ship,5,2,259,5,low,F,7,1032
2809,2810,F,Ship,3,2,207,2,low,M,20,3419
10033,10034,F,Ship,4,2,198,2,high,M,2,5662
4861,4862,F,Ship,3,4,185,2,medium,M,8,5449
8009,8010,F,Ship,6,4,268,4,medium,F,3,1586
7822,7823,C,Flight,5,3,169,2,low,F,1,4500
5246,5247,A,Ship,5,2,121,5,high,F,4,5833
3416,3417,A,Road,3,4,148,4,medium,F,9,5301
307,308,F,Ship,3,3,163,3,medium,M,9,1257
3908,3909,A,Ship,4,2,173,2,medium,M,9,4307
8388,8389,D,Ship,2,4,149,5,medium,F,7,5541
348,349,D,Ship,4,5,233,4,low,F,44,2551
5918,5919,A,Ship,4,3,196,2,low,F,5,5656
826,827,C,Flight,5,2,232,2,medium,M,24,2174
5296,5297,C,Ship,3,1,137,5,low,F,8,4980
10460,10461,A,Ship,4,2,267,5,low,M,3,1933
8872,8873,C,Ship,5,3,237,5,medium,F,4,1567
4482,4483,D,Ship,5,4,171,5,medium,M,1,5749
8765,8766,F,Flight,3,5,179,3,low,M,2,4913
3682,3683,C,Road,5,5,174,3,high,F,9,5969
7152,7153,D,Ship,6,5,286,4,low,M,9,1282
9231,9232,B,Ship,4,3,235,3,medium,F,4,4739
2053,2054,F,Flight,2,5,162,4,medium,M,49,1671
10577,10578,F,Ship,6,3,251,4,low,M,10,4889
71,72,F,Ship,5,5,230,2,low,F,2,2229
9832,9833,C,Ship,6,5,217,4,low,F,2,4073
8364,8365,D,Flight,5,5,232,6,low,M,2,1550
8972,8973,A,Ship,4,5,243,4,low,F,1,5328
8998,8999,C,Ship,5,4,145,4,low,M,4,4790
5356,5357,C,Flight,2,4,144,4,low,F,8,5760
1666,1667,C,Ship,4,5,268,3,low,F,59,2083
5570,5571,A,Ship,5,4,215,2,low,F,1,5669
7515,7516,B,Road,5,5,240,5,medium,M,7,1255
7862,7863,A,Ship,5,1,132,4,medium,F,4,5461
7669,7670,F,Flight,4,1,263,5,low,F,8,1257
1445,1446,F,Ship,3,4,254,3,high,M,53,3538
8775,8776,B,Flight,4,3,226,3,medium,M,10,5305
6856,6857,C,Flight,3,5,151,6,low,M,8,4692
1695,1696,B,Ship,5,5,150,5,medium,F,61,1091
2892,2893,D,Flight,3,2,190,3,medium,M,18,2715
10995,10996,B,Ship,4,1,232,5,medium,F,6,1247
1574,1575,A,Ship,6,3,215,5,low,M,13,3899
8176,8177,C,Ship,5,4,184,3,low,F,1,4208
3203,3204,F,Ship,4,2,223,3,high,M,5,4282
4405,4406,F,Ship,3,2,237,3,medium,F,10,5851
1630,1631,C,Road,6,2,286,7,medium,F,65,3362
9266,9267,A,Ship,3,3,217,3,medium,M,10,5439
1881,1882,B,Ship,3,1,198,2,medium,F,49,3573
5112,5113,D,Ship,4,3,196,2,medium,F,4,4203
5708,5709,A,Ship,3,2,174,3,low,M,3,4132
5074,5075,C,Flight,4,5,217,4,medium,F,3,5966
7472,7473,A,Ship,4,4,254,5,low,M,2,1573
9723,9724,B,Flight,3,2,140,3,medium,M,8,5724
6817,6818,F,Ship,7,2,302,4,low,M,6,1632
848,849,A,Ship,3,1,191,3,high,F,60,2069
7289,7290,F,Ship,5,3,202,2,low,F,6,5716
7517,7518,F,Road,3,1,179,2,low,M,3,5159
7143,7144,B,Ship,4,4,245,6,low,F,6,1437
2877,2878,B,Flight,5,5,240,3,medium,F,12,2723
186,187,D,Ship,5,4,134,2,medium,F,55,1386
3779,3780,F,Ship,2,1,111,2,low,F,1,4296
1830,1831,D,Ship,4,5,163,3,low,M,38,1146
8890,8891,C,Road,6,5,282,4,low,M,4,1035
2959,2960,F,Ship,3,4,231,3,medium,F,49,3441
10616,10617,A,Ship,4,2,253,3,medium,F,7,5813
7748,7749,A,Ship,4,2,270,5,medium,M,9,1167
5446,5447,C,Ship,4,1,236,3,low,F,4,4248
1234,1235,C,Flight,2,3,280,4,low,M,17,3555
7260,7261,D,Flight,4,5,184,4,medium,F,3,5430
3915,3916,B,Ship,3,4,250,3,low,M,10,5688
446,447,A,Ship,4,4,173,5,medium,F,51,1691
5839,5840,F,Ship,3,5,147,4,high,M,10,5164
844,845,C,Ship,4,2,139,5,low,F,52,1977
5201,5202,F,Flight,3,1,176,3,low,M,5,5316
9461,9462,F,Flight,6,3,271,4,low,F,6,1934
6594,6595,D,Ship,6,2,267,4,medium,F,1,1935
2440,2441,C,Road,3,3,149,3,low,F,63,1196
3103,3104,F,Ship,3,5,159,3,low,M,46,1857
9455,9456,F,Flight,4,2,270,5,low,F,5,1747
4774,4775,C,Road,5,2,250,2,medium,F,6,5565
10521,10522,B,Ship,3,2,221,2,medium,M,9,4466
6094,6095,C,Ship,4,4,215,2,high,F,6,5238
1294,1295,C,Ship,4,3,190,3,medium,F,2,2125
6194,6195,A,Ship,5,2,173,4,high,F,9,4307
5518,5519,C,Ship,5,3,227,5,medium,M,2,1965
9931,9932,F,Ship,5,3,243,5,medium,M,8,1223
5067,5068,B,Flight,4,5,192,4,low,F,10,4691
3442,3443,C,Ship,4,4,235,2,low,M,4,5671
9298,9299,C,Road,3,2,221,2,low,F,10,4312
8511,8512,B,Ship,5,3,185,2,low,M,2,5420
10731,10732,B,Ship,4,3,253,5,low,F,10,1464
7417,7418,F,Ship,7,5,282,5,low,M,7,1260
776,777,A,Ship,5,1,175,3,medium,F,64,1110
10692,10693,D,Flight,3,4,207,10,low,F,6,5856
2153,2154,F,Ship,4,5,133,2,medium,M,39,1106
5558,5559,A,Ship,4,3,148,4,low,F,1,4243
4920,4921,D,Road,4,3,208,3,medium,F,3,4837
6545,6546,F,Ship,6,5,298,4,low,M,3,1520
10450,10451,C,Ship,5,1,245,5,low,M,7,1038
8365,8366,F,Flight,5,1,248,4,low,F,6,1944
3136,3137,C,Road,3,3,219,3,low,M,4,5956
9278,9279,A,Ship,5,5,221,2,medium,M,10,4255
5462,5463,A,Road,6,2,304,4,low,M,2,1256
7876,7877,C,Ship,3,1,229,3,medium,M,7,5324
8936,8937,A,Ship,4,3,225,5,medium,M,3,1224
3183,3184,B,Ship,4,3,246,3,low,F,5,4710
10689,10690,B,Flight,4,1,260,3,medium,M,6,4816
1943,1944,F,Ship,4,4,224,2,high,F,31,2084
3199,3200,F,Ship,4,4,301,5,low,M,6,1931
8369,8370,F,Flight,4,1,222,2,low,F,10,4714
1289,1290,F,Ship,3,3,141,3,medium,M,10,1751
4581,4582,B,Ship,6,3,213,4,low,F,2,5349
7919,7920,F,Road,5,1,223,3,medium,F,4,4905
9845,9846,F,Road,4,1,161,3,medium,M,3,4590
10504,10505,C,Ship,5,2,252,3,low,M,7,5058
8215,8216,F,Flight,3,3,158,2,medium,M,7,4865
4106,4107,A,Flight,6,1,274,5,low,F,8,4292
4126,4127,C,Flight,4,3,249,3,low,M,5,5017
10408,10409,C,Flight,6,4,268,4,low,M,9,1793
3966,3967,D,Road,4,3,178,2,medium,F,9,4322
1879,1880,F,Ship,3,1,143,2,low,F,63,1246
9350,9351,A,Ship,6,4,286,4,medium,F,1,1570
10237,10238,F,Ship,5,1,233,3,low,F,9,5039
6605,6606,F,Ship,7,4,259,4,low,M,6,1697
5457,5458,B,Road,2,3,225,7,high,M,7,4009
10887,10888,B,Ship,4,1,275,3,medium,F,7,5382
3587,3588,F,Ship,5,1,194,7,medium,M,8,4770
9684,9685,D,Ship,6,1,303,4,low,F,9,1080
3865,3866,F,Ship,3,4,209,3,medium,M,2,4976
2148,2149,D,Ship,6,5,152,3,medium,F,62,1325
4131,4132,B,Ship,2,1,271,6,low,F,2,4237
1036,1037,C,Ship,4,3,261,2,high,M,47,2336
636,637,D,Ship,3,4,192,2,low,F,56,3765
6723,6724,B,Flight,5,4,99,2,high,F,4,4259
4134,4135,D,Ship,4,1,193,4,low,F,4,4796
6520,6521,C,Ship,3,3,216,8,medium,M,4,5329
1083,1084,B,Road,3,1,227,3,medium,F,47,3512
861,862,B,Ship,3,2,148,2,low,F,58,1537
5212,5213,C,Flight,4,2,229,4,medium,M,3,5340
903,904,B,Ship,4,1,143,2,medium,M,3,1996
191,192,F,Ship,2,5,133,3,low,F,62,1596
109,110,F,Ship,4,1,141,3,medium,M,47,1250
6026,6027,A,Flight,4,1,270,5,medium,M,9,1280
4455,4456,B,Ship,5,1,224,2,medium,M,4,5063
1942,1943,C,Ship,4,2,194,4,medium,F,26,3818
6577,6578,F,Flight,5,1,266,5,low,F,9,1852
4331,4332,F,Ship,5,5,192,3,medium,M,3,4015
9757,9758,F,Ship,2,5,249,3,low,F,3,4169
9405,9406,B,Ship,6,2,309,4,medium,F,8,1930
5927,5928,F,Ship,5,2,184,3,medium,F,8,4581
2040,2041,D,Road,5,3,110,5,low,M,21,1011
10342,10343,C,Ship,4,2,192,3,low,F,4,5578
8267,8268,F,Ship,5,3,245,5,low,F,1,1605
4878,4879,D,Ship,2,1,148,2,low,M,10,5939
4659,4660,B,Flight,5,3,191,2,medium,M,7,5783
7784,7785,A,Road,4,2,144,3,low,M,2,4264
2775,2776,B,Ship,4,1,178,3,low,M,19,1906
4145,4146,F,Ship,2,5,123,4,medium,M,8,4042
2323,2324,F,Road,3,4,164,3,low,M,5,1408
762,763,D,Ship,6,5,176,4,medium,M,31,1262
5921,5922,F,Ship,5,4,267,2,medium,M,4,4053
2617,2618,F,Flight,4,2,273,2,low,F,9,3383
2411,2412,F,Ship,6,5,233,6,medium,M,48,3341
1094,1095,A,Flight,3,1,185,3,medium,M,3,3051
6065,6066,F,Ship,4,2,218,3,low,F,2,4949
7500,7501,D,Ship,7,2,300,4,medium,F,10,1179
4589,4590,F,Ship,5,5,106,5,medium,F,4,4410
6034,6035,C,Flight,7,5,258,4,low,F,4,1677
9755,9756,F,Ship,5,3,175,3,medium,F,7,5047
3135,3136,B,Road,6,5,141,3,medium,M,8,5031
6930,6931,D,Ship,5,2,258,5,low,F,2,1232
5040,5041,D,Ship,7,3,310,4,medium,F,7,1989
10144,10145,C,Flight,5,1,233,5,medium,M,4,1622
5428,5429,C,Ship,5,2,121,5,medium,F,10,4790
3805,3806,F,Ship,2,1,203,4,medium,F,4,4145
884,885,A,Ship,2,2,161,2,medium,F,1,1642
2654,2655,A,Ship,2,5,150,3,low,F,16,1738
6486,6487,D,Ship,4,2,206,7,high,M,3,4991
7516,7517,C,Road,5,4,228,5,low,M,5,1844
10154,10155,A,Flight,4,4,237,5,medium,F,6,4586
464,465,A,Ship,5,2,263,8,medium,M,24,3139
1257,1258,B,Ship,3,5,219,3,low,F,54,3145
8710,8711,C,Ship,2,3,184,4,medium,M,3,4719
9180,9181,D,Flight,7,3,302,4,medium,F,7,1915
4274,4275,A,Ship,3,2,204,2,high,M,7,5961
5192,5193,A,Road,5,4,233,3,low,M,8,5076
7258,7259,C,Flight,3,5,252,2,low,M,2,4888
10661,10662,F,Road,5,1,228,5,low,F,4,1316
6231,6232,B,Ship,6,1,300,4,medium,F,2,1790
5300,5301,A,Ship,4,4,134,2,medium,F,5,5230
2202,2203,D,Flight,5,3,266,3,low,F,19,2508
10396,10397,C,Road,3,4,232,5,medium,M,7,5653
7729,7730,F,Ship,7,4,291,4,medium,M,1,1817
1262,1263,A,Ship,3,3,187,3,low,F,63,2481
6524,6525,A,Ship,3,1,261,8,medium,F,9,5248
975,976,B,Flight,5,5,249,3,medium,M,55,3558
9740,9741,A,Flight,4,3,170,2,low,M,2,5607
5866,5867,C,Road,4,4,206,2,high,M,8,4093
4925,4926,F,Road,4,4,256,3,low,M,8,4398
941,942,F,Road,5,4,165,2,high,M,46,1482
5263,5264,F,Ship,7,4,283,5,low,M,6,1882
4723,4724,F,Ship,4,3,140,3,low,M,1,4453
2387,2388,F,Ship,4,4,233,3,medium,F,14,2522
10705,10706,F,Ship,5,4,228,5,low,M,9,1044
5021,5022,F,Ship,6,2,293,5,low,F,3,1969
4391,4392,F,Flight,4,2,185,5,low,M,7,4694
5148,5149,D,Ship,5,3,241,3,low,F,2,5587
3221,3222,F,Ship,3,4,155,2,low,M,3,5481
3882,3883,D,Ship,5,3,282,3,medium,M,5,4644
9169,9170,F,Road,6,1,277,5,low,F,2,1190
10392,10393,D,Road,4,2,156,3,medium,M,1,4097
8057,8058,F,Road,4,3,136,3,low,M,6,4911
9947,9948,F,Ship,4,2,245,5,medium,M,10,1668
5953,5954,F,Ship,5,1,233,7,medium,F,5,5759
2789,2790,F,Ship,5,2,263,2,medium,F,51,1657
944,945,A,Road,4,5,274,10,medium,F,5,3910
9815,9816,F,Ship,4,3,125,3,low,F,10,5883
1857,1858,B,Ship,3,5,168,3,low,F,5,1143
9552,9553,D,Ship,6,1,276,2,low,M,10,5108
4108,4109,C,Flight,3,5,132,3,medium,F,4,4212
5213,5214,F,Flight,7,3,306,4,medium,M,4,1739
9372,9373,D,Ship,4,5,271,4,medium,M,9,5057
3255,3256,B,Ship,5,5,135,4,medium,F,7,5765
2690,2691,A,Ship,5,1,236,4,high,F,64,3231
7015,7016,F,Ship,4,1,249,3,low,M,4,5253
4627,4628,F,Ship,5,3,249,2,low,F,9,4568
9653,9654,F,Ship,5,5,266,10,high,F,2,5890
1319,1320,F,Ship,4,3,205,3,medium,F,44,2291
8348,8349,A,Road,6,1,278,4,medium,M,6,1576
10868,10869,A,Ship,4,4,219,3,medium,M,10,4947
5162,5163,A,Ship,3,3,273,2,medium,F,7,5491
8840,8841,A,Ship,5,3,235,5,low,M,4,1990
9553,9554,F,Ship,3,1,189,4,low,F,4,4785
10280,10281,A,Flight,5,3,167,3,low,M,9,5026
7585,7586,F,Ship,5,5,260,3,medium,M,8,4586
3475,3476,F,Ship,6,4,100,5,low,F,7,5668
3505,3506,F,Ship,4,4,222,2,low,M,5,5660
4749,4750,B,Ship,5,5,232,3,low,F,5,5338
2477,2478,F,Flight,5,2,209,4,medium,M,15,3330
6693,6694,B,Road,3,5,213,4,medium,M,9,5550
8047,8048,F,Ship,6,5,301,5,low,M,8,1443
8559,8560,B,Ship,5,1,236,5,medium,F,3,1699
4501,4502,F,Road,4,2,173,2,medium,M,2,5327
9213,9214,B,Ship,4,2,160,2,medium,M,3,4304
10851,10852,B,Ship,5,1,241,4,medium,M,7,5519
6336,6337,D,Ship,5,4,264,3,medium,M,10,4025
8221,8222,F,Flight,4,5,232,3,low,F,8,5923
1874,1875,A,Ship,4,5,217,4,medium,F,12,2217
9375,9376,B,Ship,4,1,233,6,medium,F,2,5406
6904,6905,C,Ship,6,5,279,4,medium,M,7,1300
10391,10392,F,Road,4,3,180,3,medium,M,4,5471
5096,5097,A,Ship,5,3,273,4,medium,M,2,4186
2904,2905,D,Ship,3,4,236,4,medium,F,43,2584
570,571,D,Ship,2,2,236,3,medium,M,3,3416
1448,1449,A,Ship,5,3,177,3,low,F,1,1916
7252,7253,C,Road,5,4,257,3,medium,F,3,4895
7589,7590,F,Ship,4,4,172,4,medium,M,7,4834
7711,7712,F,Ship,7,5,267,4,medium,F,10,1067
8596,8597,C,Ship,3,5,240,3,low,F,6,5642
10124,10125,A,Road,6,2,269,6,medium,M,4,4423
5841,5842,B,Ship,6,3,259,4,low,F,3,4117
7985,7986,F,Ship,4,3,154,10,high,M,7,5317
3226,3227,C,Ship,4,2,271,3,medium,M,4,4743
10721,10722,F,Ship,5,1,234,5,medium,M,8,1837
7303,7304,F,Ship,5,1,248,3,low,F,2,4075
3978,3979,D,Flight,3,2,202,2,medium,M,5,5135
4383,4384,B,Flight,3,3,150,2,medium,M,3,5836
5834,5835,A,Ship,3,5,135,2,low,F,4,5275
8729,8730,F,Ship,4,4,239,3,medium,M,6,5632
8450,8451,A,Ship,4,3,214,2,medium,F,6,4345
3539,3540,F,Road,3,3,242,3,low,F,8,4199
6926,6927,A,Ship,5,4,274,5,low,M,7,1371
9871,9872,F,Flight,3,3,214,2,medium,F,9,4185
9796,9797,C,Ship,4,1,177,2,low,M,2,5911
7135,7136,F,Flight,4,4,153,3,low,M,5,4624
5681,5682,F,Ship,5,4,229,3,low,M,1,5660
2827,2828,F,Ship,6,2,131,5,medium,F,5,1718
5780,5781,A,Ship,5,4,269,5,low,F,4,1537
3634,3635,C,Ship,3,3,225,4,low,M,10,5690
4996,4997,C,Ship,5,2,233,3,high,M,7,5323
1338,1339,D,Ship,3,3,144,3,low,M,1,1274
3262,3263,C,Road,4,4,199,4,medium,F,5,4194
7756,7757,C,Ship,7,3,272,4,medium,M,7,1067
7302,7303,D,Ship,3,4,227,4,low,F,9,5465
5741,5742,F,Road,4,2,149,2,medium,M,8,5460
650,651,A,Ship,3,4,164,3,medium,M,13,1158
6039,6040,B,Flight,6,1,242,5,low,F,5,1555
2902,2903,C,Ship,6,2,283,2,low,F,18,3077
2258,2259,A,Ship,3,2,256,4,low,F,18,2699
5395,5396,F,Ship,4,3,248,3,low,M,5,4781
9404,9405,A,Ship,6,1,283,5,low,F,5,1298
7434,7435,D,Ship,5,1,171,2,low,M,9,5252
3521,3522,F,Ship,2,2,190,2,medium,M,7,4075
2730,2731,D,Road,3,4,144,3,low,M,56,1496
10809,10810,B,Road,4,2,220,6,medium,M,10,1878
4478,4479,A,Ship,3,2,197,5,medium,F,9,4291
5660,5661,A,Ship,4,4,152,2,medium,F,5,5324
1596,1597,D,Ship,5,2,261,3,low,M,62,3352
67,68,F,Ship,3,3,158,3,low,F,6,1878
2584,2585,C,Road,2,2,285,2,medium,F,16,2223
6641,6642,F,Ship,5,5,135,2,low,F,1,4324
6281,6282,F,Road,6,4,287,4,medium,F,9,1936
3196,3197,C,Ship,5,2,206,4,low,M,5,1149
8750,8751,A,Road,3,1,139,3,low,F,4,4666
5327,5328,F,Road,3,2,254,2,medium,F,10,5608
8746,8747,C,Road,4,2,112,2,medium,F,8,4599
6561,6562,B,Road,6,2,161,4,low,F,9,1377
1258,1259,C,Ship,4,4,266,2,low,F,15,3425
6448,6449,C,Flight,3,4,150,2,low,F,6,5987
6350,6351,A,Ship,5,4,193,3,medium,M,4,5873
9382,9383,C,Ship,3,5,144,3,medium,F,9,5912
991,992,F,Ship,3,5,140,3,low,F,30,1035
3504,3505,D,Ship,2,4,173,2,low,M,1,4721
113,114,F,Road,3,2,263,3,low,M,41,2817
919,920,F,Ship,3,2,160,10,medium,M,25,1548
2509,2510,F,Ship,5,1,235,2,low,M,27,2451
10353,10354,B,Ship,3,2,196,6,low,M,6,5414
165,166,B,Ship,3,3,166,4,medium,F,17,1498
6429,6430,B,Road,5,1,203,3,low,F,2,4162
7838,7839,A,Ship,3,4,197,6,medium,M,3,4890
4603,4604,F,Ship,3,4,164,6,medium,F,4,5567
8037,8038,B,Ship,4,2,250,5,medium,M,10,1026
9365,9366,F,Ship,4,5,219,3,low,F,1,5221
949,950,F,Road,4,1,258,3,medium,M,53,2428
4594,4595,C,Ship,4,5,245,3,medium,F,2,5439
6973,6974,F,Road,4,3,250,3,low,M,10,4316
3770,3771,A,Ship,3,5,157,3,low,M,7,5100
